id;frase;
242;®Soltero? Perfecto, aprobaste el ?Test de Selma?.  Selma Bouvier;
243;Yo siempre he admirado a los conductores. Y espero ser uno yo mismo cuando acabe de pagarle a mi mam†. Insiste en que le pague la comida que me ha dado desde ni§o.  Seymour Skinner;
244;Aaaahh... nada tan intoxicante como el pasillo de la escuela en la ma§ana.  Seymour Skinner;
245;Por supuesto que podr°amos hacer cosas un poco m†s desafiantes, pero entonces el m†s est£pido de los estudiantes se quejar°a.  Seymour Skinner;
246;Todo lo que tengo se lo debo al ojo atento de mi madre y a su mano r†pida.  Seymour Skinner;
247;He o°do que un ni§o est† utilizando su imaginaci¢n y he venido a poner fin a eso.  Seymour Skinner;
248;Nuestro presupuesto es m†s apretado que las medias de aerobic de mi madre.  Seymour Skinner;
249;Hola, Simpson. Conduzco el autob£s hoy porque mi madre escondi¢ las llaves de mi auto para castigarme por hablar con una mujer por telÇfono. Ella ten°a raz¢n en hacerlo.  Seymour Skinner;
250;Esto sucede porque los ni§os est†n sobre-estimulados. Willie, quite todas las tizas de colores de las aulas.  Seymour Skinner;
251;Es por esto que amo la escuela primaria, Edna. Los ni§os creen cualquier cosa que les diga.  Seymour Skinner;
252;Soy alÇrgico a las picaduras de abejas. Me causan, uh, muerte.  W†ndulo Smithers;
253;No dejen ver al apuesto patr¢n, distrae a las empleadas.  W†ndulo Smithers;
254;No preocupe se§or, acorralÇ a nuestros empleados menos talentosos y los encerrÇ en el s¢tano.  W†ndulo Smithers;
255;≠No! ≠No me haga tomar vacaciones, Sr. Burns! ≠Sin usted, me marchitarÇ y morirÇ!  W†ndulo Smithers;
256;Nadie querr† besarlo despuÇs de esto, Sr. Burns. Bueno, ellos se lo pierden.  W†ndulo Smithers;
257;Pienso que mujeres y marineros no se mezclan.  W†ndulo Smithers;
258;Mi esposa fue asesinada por causas naturales.  Tony El Gordo;
259;Ese p†jaro ha tocado mi coche... que parezca un accidente.  Tony El Gordo;
260;≠Hoy van a dormir con los peces!... por que les traje las s†banas de Buscando a Nemo.  Tony El Gordo;
261;He estado leyendo muchos libretos, es m†s barato que ir al cine.  Troy McClure;
262;La £nica diferencia entre nuestro matrimonio y los dem†s es que sabemos que el nuestro es una farsa.  Troy McClure;
263;Si me hicieran alcalde, mi primer acto ser°a matarlos a todos ustedes y quemar su maldita ciudad.  Willie;
264;Los hermanos son enemigos mortales, como ingleses y escoceses, o galeses y escoceses, o japoneses y escoceses, o escoceses y otros escoceses... ≠≠≠MALDITOS ESCOCESES, ARRUINARON A ESCOCIA!!!  Willie;
265;≠No existe un animal vivo que pueda escapar de un escocÇs engrasado!  Willie;
266;TraerÇ mis buj°as para tir†rselas a los que me caen mal... ≠como t£!  Willie;
267;≠Tengo ganas de vengarme y de hacer pis! Antes s¢lo era de vengarme.  Abuelo Abraham J. Simpson;
268;El cÇsped de hoy pica m†s que el cÇsped de mi Çpoca.  Abuelo Abraham J. Simpson;
269;Siento a la muerte d†ndome palmadas en el hombro... ≠Oh, no, es mi mano! Abuelo Abraham J. Simpson;
270;®C¢mo puedes tener una casa sin armas? ®QuÇ tal si entra un oso o algo as°? Abuelo Abraham J. Simpson;
271;Ned, ®has pensado en otras religiones? Todas son m†s o menos lo mismo.  Reverendo Alegr°a;
272;®Sabes que yo inventÇ los besos?  Abuelo Abraham J. Simpson;
273;≠Los verÇ en el infierno!... desde el Cielo.  Reverendo Alegr°a;
274;Hijo, si alguna vez viajas atr†s en el tiempo, procura no tocar nada.  Abuelo Abraham J. Simpson;
275;La iglesia te lo da, la iglesia te lo quita.  Reverendo Alegr°a;
276;El Se§or nos dej¢ ser viejos por una raz¢n: para ver los defectos de todo lo que êl hace. Abuelo Abraham J. Simpson;
277;Yo nunca pensÇ que podr°a destruir un avi¢n alem†n, y el a§o pasado lo hice.  Abuelo Abraham J. Simpson;
278;Lo juro por los 7 brazos de Visnu, no soy un hind£.  Apu Nahasapeemapetilon;
279;Oigan, esto no es una biblioteca. Si no van a comprar, dejen eso o les vuelo la cabeza.  Apu Nahasapeemapetilon;
280;Si se portal mal ≠inv°tenme!  Reverendo Alegr°a;
281;Lo he o°do todo, lo he visto todo, lo he hecho todo. S¢lo que no recuerdo nada.  Abuelo Abraham J. Simpson;
282;Vino en paz y luego muri¢. Y enseguida volvi¢ a la vida. y su nombre era... E.T. el extraterrestre... snif, amo a ese peque§°n.  Reverendo Alegr°a;
283;≠Mi hijo no es comunista! Puede ser  podra ser mentiroso ,puerco, idiota, comunista... ≠Pero nunca una estrella de porno!  Abuelo Abraham J. Simpson;
284;Sabes, tu me recuerdas un poema del que ya no me acuerdo, y una canci¢n que nunca existi¢, y un lugar al que no creo que haya ido nunca.  Abuelo Abraham J. Simpson;
285;®El alma? Por favor, eso de el alma no existe, lo inventaron para asustar ni§os, como El Coco y Michael Jackson.  Bart Simpson;
286;Yo no fui, nadie me vio, no pueden probarlo.  Bart Simpson;
287;Homero, hijo, eres tan tonto como un burro s¢lo que m†s feo.  Abuelo Abraham J. Simpson;
288;Cemento Fresco, no hay letrero m†s bello... bueno, s¢lo Alto Voltaje.  Bart Simpson;
289;Querido Sr. Presidente: hay demasiados Estados hoy en d°a, por favor elim°ne tres. No soy un viejo mani†tico. Abuelo Abraham J. Simpson;
290;Por favor no le ofrezca a mi Dios un man°.  Apu Nahasapeemapetilon;
291;®Besarte? ≠Pap†, s¢lo soy tu hijo!  Bart Simpson;
292;≠C¢mo me gustar°a ser adulto para poder violar las normas!  Bart Simpson;
293;Los contactos de negocios son m†s importantes que el amor.  Apu Nahasapeemapetilon;
294;Vive deprisa, muere joven y deja un cad†ver obeso.  Bart Simpson;
